Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1065,75,RL,21,3466,Pave,,IR1,Lvl,1917,1953,1739,965,3,1,1,11,3,55,227088
1066,150,RL,40,7327,Pave,,Reg,HLS,1991,1970,334,1143,3,1,1,7,2,158,104407
1067,30,RL,66,3207,Pave,,IR1,HLS,1921,1996,901,212,2,1,1,13,2,865,166581
1068,45,FV,21,14171,Pave,,Reg,HLS,1909,1963,1088,362,4,1,1,4,2,569,176631
1069,80,RL,,15216,Pave,,Reg,Lvl,1991,1987,546,1068,2,2,1,3,2,707,104609
1070,150,FV,103,17390,Pave,,Reg,Lvl,1939,1962,1164,215,3,2,1,5,2,1388,158533
1071,60,RM,122,1300,Pave,,Reg,Lvl,1880,2008,913,241,3,2,1,9,2,84,120858
1072,60,RL,57,3149,Pave,,IR2,Lvl,1937,1954,1390,3925,3,1,1,9,2,872,208990
1073,75,RL,95,9291,Pave,,Reg,Bnk,1900,1972,916,36,3,1,1,2,1,138,112937
1074,20,RL,,11904,Pave,,IR1,Lvl,1900,1963,1459,1321,6,2,1,15,2,198,142186
1075,75,RL,21,13872,Pave,Pave,IR3,Bnk,2000,1956,1751,38,4,1,1,13,1,333,158973
1076,85,RL,71,3096,Pave,,Reg,Lvl,1919,2007,347,444,3,2,1,15,2,296,125841
1077,40,RL,24,22784,Pave,,Reg,Lvl,1873,2010,2472,744,3,1,1,9,1,908,220177
1078,70,RL,141,6536,Pave,,Reg,Lvl,2002,1971,2490,1264,2,3,1,15,2,395,210008
1079,80,RM,92,14142,Pave,,Reg,Lvl,1936,1959,651,635,2,1,1,13,3,97,125668
1080,40,RL,,4517,Pave,,Reg,Lvl,1965,1984,523,24,2,1,1,7,2,162,105384
1081,40,RL,,6796,Pave,,Reg,Lvl,1963,2005,573,321,3,2,1,3,2,353,95959
1082,30,RL,91,18228,Pave,,Reg,Lvl,1978,1986,2675,881,3,1,1,11,2,1110,208448
1083,85,RL,21,5804,Pave,Grvl,Reg,Lvl,1932,1974,1101,1724,3,2,1,5,2,128,162201
1084,85,RL,54,3162,Pave,,Reg,Lvl,1982,1960,1660,549,4,2,1,13,3,323,221892
1085,50,RL,46,4927,Pave,,Reg,Bnk,1941,1953,503,163,2,1,1,11,2,634,149972
1086,150,I,21,12747,Pave,,Reg,Lvl,1981,1981,1240,514,3,1,1,11,2,500,109564
1087,50,I,135,8748,Pave,,Reg,Lvl,1901,2001,1003,253,3,1,1,10,2,484,120234
1088,75,RL,92,3313,Pave,,Reg,Lvl,1948,2008,489,1051,2,1,1,13,3,422,135136
1089,120,RL,21,3438,Pave,,IR3,Lvl,1923,1973,554,556,4,1,1,12,3,609,124016
1090,20,RL,118,3596,Pave,,Reg,Lvl,1882,1967,334,837,3,1,1,15,2,393,131297
1091,30,RL,,5855,Pave,,Reg,Lvl,1998,1972,1134,432,2,1,1,5,2,610,186179
1092,30,RL,29,19657,Pave,,IR1,Lvl,1882,1962,814,321,4,1,1,9,2,739,113470
1093,75,RP,21,22880,Pave,,Reg,Low,2008,1960,334,27,2,1,1,10,3,421,134046
1094,20,RL,,1851,Pave,,Reg,Lvl,1994,2008,334,2678,2,1,1,14,2,243,158046
1095,70,RL,,8040,Pave,,Reg,Lvl,1950,2001,1207,94,3,1,1,2,2,889,177056
1096,75,RL,21,8610,Pave,,Reg,Low,1927,2010,2721,410,3,1,1,10,2,279,250156
1097,120,RL,42,8820,Pave,Pave,Reg,Lvl,1991,1950,391,713,3,1,1,13,3,669,132382
1098,70,I,112,3308,Pave,,Reg,Bnk,1955,1972,986,1384,3,2,1,13,2,990,105220
1099,150,RL,,12027,Pave,,Reg,Lvl,1925,1963,665,1843,3,3,1,7,2,49,147114
1100,30,RL,41,17008,Pave,,Reg,Lvl,1987,1998,1405,633,3,1,1,9,2,638,161870
1101,20,RL,273,1688,Pave,,IR2,Bnk,1889,1956,833,432,8,1,1,2,2,122,172371
1102,120,C,21,14232,Grvl,,Reg,Lvl,1918,1982,826,2691,2,1,1,4,2,1307,116247
1103,85,RL,,3070,Pave,,Reg,Bnk,2002,1979,580,1317,2,2,1,6,2,1418,156233
1104,75,RL,,4436,Pave,,Reg,Lvl,1889,1977,1553,494,3,2,1,10,2,816,184882
1105,40,RL,92,4187,Pave,,Reg,Bnk,1952,1992,334,2138,3,2,1,9,3,465,162687
1106,80,I,76,2363,Pave,,Reg,Lvl,1881,2003,1087,542,8,1,1,5,2,1418,118793
1107,20,RM,21,11024,Pave,,Reg,Lvl,1924,1974,2893,206,2,1,1,4,3,360,155708
1108,80,RL,21,3722,Grvl,,Reg,Bnk,1907,1951,570,1779,2,3,1,13,2,199,114297
1109,160,I,90,15577,Pave,,Reg,Bnk,2007,1981,1255,1484,3,1,1,14,2,259,115485
1110,80,RL,109,13516,Pave,,Reg,Lvl,1978,1965,542,2219,2,1,1,12,3,492,169812
1111,85,RL,73,8510,Grvl,,Reg,Bnk,1876,1950,2209,241,2,2,1,13,2,1418,237660
1112,45,RL,37,4394,Grvl,,Reg,Lvl,1957,1995,496,493,3,1,1,3,2,268,138168
1113,85,RL,53,12355,Grvl,,Reg,Lvl,1874,1979,3871,668,3,2,1,4,2,94,221141
1114,30,RL,33,11532,Pave,,IR1,Lvl,1905,2002,1437,919,3,1,1,12,3,639,181850
1115,180,RL,34,7973,Pave,,Reg,Lvl,1970,1970,334,344,4,1,1,14,2,252,135844
1116,150,RL,21,4600,Pave,,Reg,HLS,1897,1964,2899,1258,2,1,1,9,2,111,212805
1117,20,RL,,13811,Pave,,Reg,Lvl,1988,2008,344,489,2,2,1,5,2,666,129919
1118,190,RP,112,13995,Pave,,Reg,Lvl,1894,1983,1615,908,3,2,1,13,2,527,195957
1119,80,I,216,4555,Pave,,Reg,Lvl,1953,1971,426,243,3,1,1,4,2,207,125441
1120,70,I,179,12711,Pave,,Reg,Lvl,1906,1968,1254,834,2,1,1,11,2,100,101774
1121,160,RP,,1641,Pave,,IR1,Lvl,1992,1998,377,1425,8,1,1,12,2,290,118679
1122,180,RL,21,2637,Grvl,,IR3,Lvl,1991,1978,874,573,3,1,2,2,2,283,105751
1123,190,RM,37,2384,Pave,,Reg,Bnk,1930,2005,334,225,3,1,1,15,2,99,64965
1124,30,RL,22,7842,Pave,,Reg,Lvl,1916,1993,775,197,2,2,1,15,2,881,128572
1125,40,RL,98,4134,Pave,,IR1,Lvl,1924,1978,369,678,3,2,1,13,2,56,117984
1126,120,RM,23,15708,Grvl,,Reg,Low,1909,1973,634,72,3,1,1,12,3,32,86973
1127,190,RP,48,4546,Pave,,Reg,Lvl,1953,1967,1798,2560,3,1,1,10,2,526,172874
1128,180,RL,92,15148,Pave,,Reg,Lvl,1886,1996,860,778,2,3,1,10,2,1418,128323
1129,160,RL,25,1775,Pave,Grvl,IR1,HLS,2005,1993,2909,349,4,2,1,12,3,117,266486
1130,50,RL,63,27976,Pave,,Reg,Bnk,1970,1962,700,1028,3,1,1,2,2,223,149536
1131,85,FV,60,15056,Pave,,Reg,Lvl,1895,1979,334,49,3,1,1,10,2,572,140421
1132,45,RM,195,11641,Pave,Grvl,Reg,HLS,1985,1980,1247,1315,3,2,1,2,2,3,92364
1133,20,FV,,2797,Pave,,IR3,Lvl,1953,1956,2725,1052,3,1,1,9,2,510,201380
1134,40,FV,181,23043,Pave,,Reg,Lvl,1906,2008,725,157,2,2,1,15,2,235,145374
1135,60,RL,,3405,Pave,,Reg,HLS,1939,1990,1287,750,4,1,2,4,2,102,136426
1136,90,RL,22,14292,Pave,Grvl,Reg,Lvl,1987,1977,3713,739,4,1,1,10,0,35,239385
1137,30,RL,,7424,Pave,,Reg,Lvl,1912,2010,3089,671,4,1,1,12,1,195,217444
1138,80,RL,,6202,Pave,,IR1,Lvl,1900,1972,445,845,3,1,1,9,2,107,102086
1139,150,RL,166,5359,Pave,,Reg,Low,1950,1971,1737,245,3,1,1,6,2,360,235004
1140,120,RL,34,6024,Pave,,IR1,Low,2006,1988,3439,1533,4,1,1,14,4,336,258233
1141,180,RL,162,12443,Pave,,Reg,Lvl,1890,1957,794,1885,2,2,1,11,2,689,132932
1142,40,C,72,1300,Pave,,Reg,Lvl,1920,1985,334,224,4,2,1,8,2,243,79404
1143,190,RM,36,3837,Pave,,Reg,Lvl,1937,1996,852,262,3,2,1,6,2,99,108681
1144,85,RL,39,4715,Pave,,Reg,Lvl,1995,2001,3567,468,4,1,1,4,2,813,250743
1145,150,FV,44,4169,Pave,,Reg,Lvl,1969,1974,986,476,4,2,1,12,2,94,165703
1146,90,RL,112,4132,Pave,,Reg,Bnk,1912,1969,804,810,2,1,1,3,2,90,116432
1147,160,I,89,6087,Pave,,Reg,Bnk,1993,1954,1064,450,3,1,1,10,2,284,127338
1148,60,RL,60,13664,Pave,Pave,Reg,Lvl,1908,2009,1380,1478,3,1,1,9,2,248,165767
1149,180,RL,48,6709,Pave,,IR3,Lvl,1973,1983,726,396,4,1,1,3,2,319,144836
1150,20,I,21,7005,Pave,,Reg,Lvl,1915,1964,2076,994,2,2,1,7,2,148,201623
1151,75,RL,62,5381,Pave,,IR2,Lvl,1873,1979,1834,2939,5,2,1,6,2,1418,188076
1152,75,I,50,7712,Pave,,Reg,Bnk,1975,2005,334,242,2,1,2,8,2,373,90185
1153,120,RL,,4176,Pave,,IR1,Lvl,1938,1954,411,1554,2,1,1,15,2,637,122742
1154,70,RL,97,10888,Pave,,Reg,Lvl,1928,1985,1648,1199,2,1,1,3,2,297,222957
1155,180,RL,21,5612,Pave,,Reg,Lvl,1899,2008,3142,2120,3,1,1,11,2,420,234002
1156,50,RL,72,20045,Pave,,IR2,Lvl,1966,1954,334,165,4,2,1,8,2,71,123659
1157,60,RL,,2871,Grvl,,Reg,Lvl,1951,1987,943,854,2,2,1,7,2,192,156601
1158,190,RH,,13183,Pave,,Reg,Lvl,1997,1980,2814,271,3,1,1,8,2,363,190754
1159,190,RL,42,16676,Pave,,IR2,Lvl,1939,2005,820,1905,5,1,1,8,2,757,162825
1160,150,RL,65,2448,Pave,,Reg,Lvl,1903,1997,422,1280,3,1,1,12,2,337,117283
1161,80,RL,74,12004,Pave,,IR1,Lvl,1997,1989,2446,1722,2,2,1,11,3,361,348908
1162,60,RL,91,1300,Pave,,Reg,Lvl,1906,1998,1177,591,3,3,2,11,2,138,149768
1163,45,FV,21,7242,Pave,,Reg,Bnk,1944,1988,832,329,3,1,1,2,2,1418,171231
1164,190,C,28,9936,Pave,,Reg,Lvl,1910,1957,442,445,8,2,2,3,2,146,99456
1165,85,RL,,10751,Pave,,IR2,Lvl,1884,1952,1269,605,4,2,1,5,1,233,135843
1166,180,FV,55,17489,Pave,,Reg,Lvl,1947,1996,334,1224,4,1,1,6,2,98,149654
1167,160,RL,37,26478,Pave,,Reg,Lvl,1953,1955,1648,788,3,4,1,13,2,941,167927
1168,70,RL,163,13764,Pave,Pave,Reg,HLS,1894,1981,848,2,6,2,1,4,2,624,123811
1169,90,I,252,1300,Pave,,Reg,Lvl,1979,2000,675,1464,3,2,1,6,2,498,110959
1170,60,A,21,8412,Pave,,IR3,Lvl,1997,1984,818,457,4,2,1,11,2,1199,125748
1171,50,I,164,6675,Pave,,Reg,HLS,1985,1964,334,194,3,1,1,9,2,2,69078
1172,30,RL,21,9549,Pave,,Reg,Lvl,1933,1988,1612,780,4,2,1,14,2,145,178453
1173,70,RL,79,3300,Pave,,IR1,Lvl,2009,1956,411,466,4,1,1,11,2,556,142656
1174,45,RL,52,1300,Pave,,Reg,Bnk,1961,1953,1348,1486,3,2,1,9,2,546,163736
1175,190,FV,,12934,Pave,,Reg,Bnk,1930,1963,334,800,3,3,1,3,1,177,116911
1176,45,RL,101,21928,Pave,,Reg,Lvl,1965,1980,415,494,4,2,1,2,0,103,128994
1177,120,RL,,1300,Pave,,Reg,Bnk,1913,2000,2164,2674,3,3,1,6,2,244,228776
1178,190,RL,39,4550,Pave,,Reg,Lvl,1999,1996,1025,207,2,3,1,3,2,257,159996
1179,120,RL,,8519,Pave,,Reg,Bnk,1983,1994,1435,1664,2,1,1,8,2,384,214456
1180,20,C,268,14059,Pave,,Reg,Lvl,1912,2005,339,442,2,1,1,6,2,542,89459
1181,120,RL,,7156,Pave,Pave,Reg,Lvl,1955,1987,772,2265,3,0,1,15,2,1002,117034
1182,70,RM,93,5148,Pave,,Reg,Lvl,1973,1958,1218,309,2,1,1,3,2,37,136624
1183,50,RL,137,16677,Pave,,IR2,Lvl,1941,1967,534,423,3,3,1,2,2,309,117532
1184,90,RL,21,15831,Pave,Grvl,Reg,Lvl,1972,2005,334,1912,2,1,1,8,2,43,145357
1185,120,RL,61,20362,Pave,,IR2,Lvl,1940,1964,1076,247,2,2,1,13,3,326,176001
1186,180,RL,74,18038,Pave,,Reg,Lvl,1884,1958,1002,1550,3,4,1,3,2,7,149066
1187,80,RL,73,6882,Pave,,Reg,Lvl,1965,1976,703,1462,3,1,1,10,2,284,160804
1188,90,RL,313,14078,Pave,,Reg,Lvl,1884,1980,1053,1808,4,3,1,10,4,872,208982
1189,160,FV,98,8093,Pave,,Reg,Bnk,1973,1975,978,394,3,1,1,12,2,476,168767
1190,120,RL,120,4523,Pave,,Reg,Lvl,1940,1982,334,127,2,1,1,13,2,148,103296
1191,45,RM,,3512,Pave,,Reg,Bnk,1921,1978,392,2330,3,1,1,11,2,561,98876
1192,80,RL,110,14527,Pave,,Reg,Lvl,1987,1962,1646,1309,3,1,1,11,2,491,177882
1193,45,FV,43,2161,Pave,,Reg,Lvl,1982,1965,684,90,3,2,1,15,2,318,135676
1194,70,RM,21,6803,Pave,,Reg,HLS,1891,1972,1118,891,3,1,1,9,2,82,122411
1195,85,RL,95,10906,Pave,,Reg,Lvl,1926,1974,1379,751,3,1,1,2,2,182,197911
1196,85,RL,,15242,Pave,Grvl,Reg,Lvl,1876,2000,685,370,2,2,1,2,2,701,102048
1197,75,RH,73,4613,Pave,,Reg,Lvl,1928,2003,973,81,2,2,1,7,2,198,81325
1198,120,RL,47,3894,Pave,,Reg,Bnk,1983,1968,848,38,3,1,1,2,2,67,144900
1199,40,RL,,14727,Pave,,IR3,Low,1912,1994,800,2149,2,1,1,7,3,698,158942
1200,85,RL,,10472,Pave,,IR1,Lvl,1941,1989,1027,528,3,2,1,11,2,139,141073
1201,30,RH,21,2046,Pave,,Reg,Lvl,1925,1991,2901,231,3,1,1,6,2,1258,197731
1202,75,RL,,2960,Pave,,Reg,Lvl,1959,1994,549,85,6,2,1,15,1,1418,136135
1203,50,RM,21,18659,Pave,,Reg,Lvl,1926,2002,334,1111,2,1,1,11,2,289,81260
1204,60,RL,21,4980,Pave,,Reg,Lvl,1972,1981,1357,996,3,3,1,12,2,689,169115
1205,70,RL,55,19550,Pave,,Reg,Bnk,1920,1955,334,481,3,1,1,3,2,274,130051
1206,60,RL,25,7639,Pave,,Reg,Lvl,2008,1977,1230,1182,3,1,1,11,5,608,183203
1207,45,RM,,2900,Pave,,IR1,Lvl,1941,1974,334,1468,3,1,1,7,2,471,89112
1208,70,RL,,4199,Pave,,Reg,Lvl,1974,1976,3334,533,3,1,1,4,3,46,236659
1209,40,RL,104,6515,Pave,Pave,Reg,Lvl,1888,1992,334,75,2,1,1,10,3,560,120353
1210,180,RL,,4858,Pave,,Reg,Lvl,1897,1960,764,648,3,2,1,3,2,618,183855
1211,45,RL,41,1300,Pave,Grvl,Reg,Lvl,1940,1980,1744,338,2,1,1,7,2,941,204483
1212,90,RH,,7084,Pave,Grvl,IR2,Lvl,1942,1958,817,1070,3,2,1,7,2,137,145818
1213,60,A,115,3342,Pave,,IR2,Bnk,2009,1952,1624,208,4,1,1,8,2,292,212262
1214,40,FV,29,1740,Pave,,Reg,Lvl,2008,1974,334,310,4,1,1,7,2,924,131374
1215,160,RL,98,11657,Pave,,Reg,Lvl,1982,1962,334,277,4,1,1,12,3,58,145150
1216,150,RL,56,2256,Pave,,Reg,Lvl,1907,2006,716,425,3,2,1,14,2,158,154366
1217,180,RL,25,8921,Pave,Grvl,Reg,Lvl,1922,2009,2127,1369,2,1,1,10,2,267,175330
1218,20,RM,91,26387,Pave,,Reg,Lvl,1977,2009,653,802,5,1,1,9,2,328,119177
1219,160,RL,189,4131,Pave,,IR1,Lvl,1906,2001,334,221,3,1,1,8,1,70,118260
1220,90,RM,21,28538,Pave,,Reg,Lvl,1950,1999,1995,219,2,1,1,10,2,605,104295
1221,190,RL,68,4543,Pave,,Reg,Lvl,1896,1994,2092,199,3,1,1,5,2,168,213056
1222,45,RM,171,19705,Pave,,Reg,Low,1971,1978,1388,168,4,2,1,7,2,194,125010
1223,80,I,,9598,Pave,,Reg,Bnk,1903,1987,1219,70,3,1,1,2,2,179,150699
1224,45,RL,58,1300,Grvl,,IR2,Lvl,1958,1953,334,214,3,0,1,6,4,809,125590
1225,70,RM,,1804,Pave,,Reg,Bnk,1981,1964,334,1804,2,1,1,4,2,1109,77841
1226,120,RP,29,8857,Pave,,Reg,Lvl,1983,1976,1130,220,2,3,1,4,3,806,171889
1227,90,RL,,10127,Pave,,Reg,Lvl,1883,1958,433,331,3,3,1,10,2,73,104429
1228,160,RH,73,1625,Pave,,Reg,Bnk,1942,2005,1097,2578,3,2,1,10,2,477,145361
1229,40,A,158,2438,Pave,,Reg,Lvl,1895,2003,2508,32,2,1,1,11,2,1418,161549
1230,20,RL,,11124,Pave,,Reg,Lvl,1887,1966,334,1508,2,1,1,15,2,443,135065
1231,150,RL,58,9837,Pave,,IR2,Lvl,1904,1983,680,138,3,1,1,6,3,43,148291
1232,40,RL,57,14973,Pave,,IR3,Lvl,1947,2010,334,203,4,1,1,13,2,369,137653
1233,180,I,194,10740,Pave,,Reg,Lvl,1885,2001,3258,2436,3,1,1,4,3,251,140237
1234,80,FV,55,2451,Pave,,Reg,Lvl,1881,2009,1180,475,3,2,1,9,2,1418,196178
1235,90,I,142,12179,Pave,,Reg,Lvl,2004,1997,1612,828,2,2,1,2,1,181,135308
1236,20,RL,21,21043,Pave,,IR2,Lvl,1876,1956,748,1,3,1,1,15,2,37,130618
1237,20,RL,101,11234,Pave,,Reg,Lvl,1940,1983,334,1722,3,3,1,9,3,415,94690
1238,85,RP,131,6416,Pave,,IR2,Lvl,1894,1992,1783,178,2,1,1,2,2,1418,153895
1239,30,RL,40,2203,Pave,,Reg,Lvl,1970,1978,1257,296,4,1,1,9,3,181,205365
1240,60,RL,21,1300,Pave,,Reg,Lvl,1963,2003,1011,282,3,1,1,12,2,182,142335
1241,85,RL,170,1479,Pave,,Reg,Lvl,1996,1979,3229,78,3,0,1,13,3,611,335563
1242,80,RL,67,6655,Grvl,,Reg,Lvl,1913,1970,1141,93,3,1,1,2,2,1260,186578
1243,20,C,35,6205,Pave,,Reg,HLS,1967,1996,1037,541,4,2,1,3,2,550,142943
1244,20,RL,21,8556,Pave,,Reg,Lvl,1927,1959,1088,774,4,1,1,5,3,213,158423
1245,160,RL,76,1332,Pave,,IR2,Lvl,1960,1983,747,992,2,1,1,4,2,402,129232
1246,120,FV,26,2657,Pave,,Reg,Lvl,1942,1968,1422,799,5,2,1,12,2,143,182175
1247,60,RL,,27662,Pave,,Reg,Lvl,1944,1996,728,1497,3,3,1,4,2,347,136111
1248,150,RL,47,1906,Pave,,Reg,Lvl,2000,1991,1312,662,2,1,1,8,3,1418,209583
1249,75,RL,21,14196,Pave,,Reg,Lvl,1939,1974,360,1994,3,1,1,5,3,85,134427
1250,70,RL,38,1300,Pave,,Reg,Bnk,1957,1973,1031,394,2,1,1,3,2,51,165513
1251,80,RL,96,9521,Pave,,Reg,Lvl,1988,2007,694,470,2,2,1,12,2,700,163341
1252,150,RL,92,4019,Pave,,Reg,Lvl,1956,1982,5489,1143,6,1,1,5,2,1102,471606
1253,30,RL,41,10518,Pave,,Reg,Lvl,1890,1971,1893,1393,2,1,1,7,2,80,192081
1254,180,RL,104,4124,Pave,Grvl,Reg,Lvl,1990,1982,972,365,2,1,1,5,2,853,138944
1255,160,RM,21,6181,Pave,,Reg,Lvl,1979,1984,349,508,5,1,1,13,2,556,70143
1256,180,RL,125,12930,Pave,,IR1,Bnk,1948,1997,1882,93,2,2,1,8,2,116,164040
1257,160,RL,38,5317,Pave,,IR1,Lvl,1960,1985,2040,775,3,2,1,2,3,465,193581
1258,45,RL,86,3490,Pave,,Reg,Lvl,1978,2009,2490,1353,3,1,1,7,2,727,243653
1259,150,RL,30,15144,Pave,,Reg,Lvl,1891,2005,334,865,2,0,1,4,2,97,116413
1260,120,RL,81,5389,Pave,,IR1,Bnk,1945,1980,3327,804,4,1,1,8,2,751,265229
1261,30,I,,3996,Pave,,Reg,Lvl,1959,1950,884,259,3,3,1,13,2,114,83021
1262,90,RL,83,7062,Pave,,Reg,Bnk,1902,1967,382,1702,5,1,1,10,2,440,125738
1263,160,RL,,12615,Pave,,Reg,Lvl,1959,1967,334,533,3,2,1,13,2,29,142480
1264,45,RL,114,11606,Pave,,IR2,Lvl,1893,1968,334,1137,5,2,1,7,4,281,147727
1265,190,RL,67,14269,Pave,,Reg,Lvl,1921,1981,334,379,3,2,1,12,2,552,154064
1266,85,I,21,4767,Pave,Grvl,Reg,Lvl,1974,1952,765,238,2,1,1,8,2,804,99984
1267,20,RL,21,21588,Pave,,IR1,Lvl,1995,1970,1209,518,2,1,1,5,2,147,126080
1268,160,RM,69,9999,Pave,,Reg,HLS,1943,1992,2072,630,3,2,1,7,2,528,139025
1269,180,RL,39,9376,Pave,,Reg,HLS,1919,1978,1049,1114,4,1,1,3,3,67,166051
1270,20,RH,21,8960,Pave,,Reg,Lvl,2000,1967,334,1877,3,0,1,3,2,1418,92171
1271,40,RL,73,5345,Pave,,Reg,Lvl,1951,1977,1426,542,3,2,1,8,3,728,189753
1272,45,RL,26,17176,Pave,,Reg,Lvl,1968,1972,960,944,3,1,1,8,2,920,124289
1273,60,RL,,26873,Pave,,Reg,Lvl,1968,1972,1059,404,3,2,1,12,3,677,172924
1274,20,C,21,9523,Pave,,Reg,HLS,1933,1967,1094,122,2,1,1,15,2,41,98657
1275,20,RL,22,3084,Grvl,,Reg,Lvl,1914,2001,1740,1821,2,2,1,14,2,518,198761
1276,40,RL,21,12841,Pave,,Reg,Lvl,1997,1969,1792,386,3,1,1,14,2,699,225230
1277,80,I,189,1583,Pave,,Reg,Lvl,1972,1979,1631,84,3,1,1,3,0,1418,115540
1278,30,RL,78,41455,Pave,Pave,Reg,Lvl,1973,1952,688,431,4,1,1,3,3,452,178549
1279,120,RL,34,2110,Pave,,Reg,Lvl,1975,1962,334,260,3,1,1,2,2,229,116142
1280,180,A,62,20641,Pave,,Reg,Bnk,1939,1954,679,368,3,1,1,3,2,250,128724
1281,80,C,,11402,Pave,,Reg,Lvl,1988,1955,334,223,8,2,1,5,4,202,138645
1282,45,RM,,4613,Pave,,IR1,Bnk,1904,1970,1518,810,2,2,1,4,2,103,141109
1283,20,RL,,4215,Pave,,Reg,Lvl,1894,1981,1041,1829,3,2,1,4,2,171,142781
1284,70,RL,52,3567,Pave,,Reg,Low,1877,1999,599,337,3,1,1,8,2,534,103687
1285,50,RL,23,7124,Pave,Grvl,Reg,Bnk,1944,1991,4506,683,5,1,1,4,2,160,274660
1286,45,RL,,8530,Pave,,Reg,Lvl,1951,1963,600,487,3,1,1,4,2,162,140326
1287,80,RL,38,10760,Pave,Grvl,Reg,Lvl,1987,1980,699,823,3,2,1,2,3,369,167298
1288,160,RP,41,7989,Pave,,Reg,Lvl,1944,1983,552,661,4,2,1,12,2,256,121177
1289,190,RL,,11210,Pave,,Reg,Lvl,1917,1990,334,186,3,1,1,2,2,463,120310
1290,40,C,99,3097,Pave,,Reg,Lvl,2006,1965,734,2850,4,1,1,5,2,4,116402
1291,75,RL,73,1628,Pave,,Reg,Lvl,1966,2002,1489,69,5,1,1,12,3,361,209923
1292,85,RL,,2576,Pave,,Reg,Lvl,2000,1996,1161,1697,4,2,1,4,2,621,168191
1293,75,RL,,9895,Pave,Pave,Reg,HLS,1919,2001,3551,1651,3,3,1,7,2,62,245121
1294,190,C,21,16547,Pave,,Reg,Lvl,1929,2007,772,1295,2,0,1,12,2,254,110322
1295,45,RM,122,1770,Pave,,IR2,Lvl,2005,1998,1200,1233,4,2,1,8,2,631,105575
1296,150,RL,38,19274,Grvl,,Reg,Lvl,1886,2006,380,364,2,1,1,15,2,61,124140
1297,190,RL,65,5291,Pave,,Reg,Lvl,1926,1967,816,941,2,4,1,2,2,696,171028
1298,90,RL,100,3870,Pave,Pave,Reg,HLS,1915,1974,2735,492,4,1,1,8,2,506,233844
1299,45,RL,21,6825,Pave,,Reg,Lvl,2008,1962,1570,524,3,2,1,11,4,194,221026
1300,160,RL,21,10294,Pave,,Reg,Lvl,1990,1952,1738,813,2,2,1,13,2,269,140081
1301,45,I,59,24644,Pave,,Reg,Lvl,1971,1979,996,4182,4,1,1,8,2,69,108694
1302,85,RL,121,2328,Pave,,Reg,Low,1889,2003,1913,1669,2,1,1,6,3,368,176342
1303,180,RL,,16482,Pave,,Reg,Lvl,1975,1974,2542,1729,3,1,1,5,2,651,174823
1304,40,FV,51,8451,Pave,,Reg,Lvl,2002,1953,2753,221,3,1,1,8,0,420,225427
1305,90,RL,46,2235,Pave,,Reg,Lvl,1905,1991,1736,214,3,1,1,15,2,435,201159
1306,120,RH,21,14561,Pave,,IR1,Lvl,1989,1971,437,866,4,1,1,11,2,278,135141
1307,80,RL,164,3956,Pave,,Reg,Lvl,2003,1952,1090,201,4,2,1,7,2,200,235158
1308,120,FV,85,14377,Pave,Pave,Reg,Lvl,1949,1967,1745,549,3,2,1,3,2,35,227438
1309,180,RL,21,3822,Pave,,Reg,Lvl,1970,1969,506,1948,4,2,1,14,2,726,157095
1310,70,RL,69,2936,Pave,,Reg,Lvl,1934,1954,2051,52,2,3,1,7,2,341,211441
1311,60,I,92,11385,Pave,,Reg,Lvl,1877,1981,2853,2976,2,1,1,6,2,287,141327
1312,80,RL,23,5449,Pave,,Reg,Low,1888,2010,1231,747,2,1,1,12,2,904,176303
1313,85,RL,187,11918,Pave,,Reg,Lvl,1902,1990,818,171,3,1,1,3,2,344,75994
1314,50,RH,44,3265,Pave,,Reg,Lvl,1874,2002,936,1358,2,2,1,10,1,159,102558
1315,190,RL,,4218,Pave,,Reg,Lvl,1920,1985,2072,869,4,2,1,5,2,237,154888
1316,120,FV,58,9046,Pave,,Reg,HLS,1972,2009,375,1831,4,2,1,6,2,297,156129
1317,180,RL,21,16949,Pave,,Reg,Lvl,1904,1991,1681,902,2,1,1,2,3,575,202417
1318,60,I,144,27971,Pave,,Reg,Lvl,1975,2005,1308,205,3,1,1,2,2,672,128511
1319,85,RL,50,2774,Pave,,Reg,Lvl,1928,1966,2075,1937,3,1,1,12,2,384,188792
1320,60,I,149,5987,Pave,,IR1,Lvl,1953,1964,376,1411,4,2,1,7,2,113,106810
1321,20,RL,29,8253,Pave,,Reg,Lvl,1910,2000,2414,1803,3,1,1,8,2,274,247526
1322,120,RL,27,13207,Pave,,IR1,Lvl,1982,2003,3028,1355,2,1,1,15,4,283,334248
1323,20,RL,104,10367,Grvl,,Reg,Lvl,1961,1999,1587,702,2,1,1,3,2,907,224586
1324,190,RL,135,11072,Pave,,Reg,Lvl,1880,1990,334,1710,3,1,1,13,4,634,149498
1325,45,RL,21,7710,Pave,,Reg,Lvl,1984,1985,759,404,3,2,1,8,2,305,113615
1326,160,RL,85,12486,Pave,,Reg,Lvl,1892,1951,382,1675,3,2,1,2,2,62,109385
